shipname|shipaddress|shipcity|shipregion|shippostalcode|shipcountry|customerid|customername|address|city|region|postalcode|country|salesperson|orderid|orderdate|requireddate|shippeddate|shippername|productid|productname|unitprice|quantity|discount|extendedprice|freight
Split Rail Beer & Ale|P.O. Box 555|Lander|WY|"82520"|USA|SPLIR|Split Rail Beer & Ale|P.O. Box 555|Lander|WY|"82520"|USA|0.0|10821|"1998-01-08 00:00:00"|"1998-02-05 00:00:00"|"1998-01-15 00:00:00"|Speedy Express|51|Manjimup Dried Apples|53.0000|6|0.0|318.0|36.6800
Drachenblut Delikatessen|Walserweg 21|Aachen||"52066"|Germany|DRACD|Drachenblut Delikatessen|Walserweg 21|Aachen||"52066"|Germany|0.0|10825|"1998-01-09 00:00:00"|"1998-02-06 00:00:00"|"1998-01-14 00:00:00"|Speedy Express|26|Gumbr Gummibrchen|31.2300|12|0.0|374.0|79.2500
Drachenblut Delikatessen|Walserweg 21|Aachen||"52066"|Germany|DRACD|Drachenblut Delikatessen|Walserweg 21|Aachen||"52066"|Germany|0.0|10825|"1998-01-09 00:00:00"|"1998-02-06 00:00:00"|"1998-01-14 00:00:00"|Speedy Express|53|Perth Pasties|32.8000|20|0.0|656.0|79.2500
Victuailles en stock|"2, rue du Commerce"|Lyon||"69004"|France|VICTE|Victuailles en stock|"2, rue du Commerce"|Lyon||"69004"|France|0.0|10850|"1998-01-23 00:00:00"|"1998-03-06 00:00:00"|"1998-01-30 00:00:00"|Speedy Express|25|NuNuCa Nu-Nougat-Creme|14.0000|20|0.0|280.0|49.1900
Victuailles en stock|"2, rue du Commerce"|Lyon||"69004"|France|VICTE|Victuailles en stock|"2, rue du Commerce"|Lyon||"69004"|France|0.0|10850|"1998-01-23 00:00:00"|"1998-03-06 00:00:00"|"1998-01-30 00:00:00"|Speedy Express|33|Geitost|2.5000|4|0.0|10.0|49.1900
Victuailles en stock|"2, rue du Commerce"|Lyon||"69004"|France|VICTE|Victuailles en stock|"2, rue du Commerce"|Lyon||"69004"|France|0.0|10850|"1998-01-23 00:00:00"|"1998-03-06 00:00:00"|"1998-01-30 00:00:00"|Speedy Express|70|Outback Lager|15.0000|30|0.0|450.0|49.1900
Ricardo Adocicados|Av. Copacabana, 267|Rio de Janeiro|RJ|"02389-890"|Brazil|RICAR|Ricardo Adocicados|Av. Copacabana, 267|Rio de Janeiro|RJ|"02389-890"|Brazil|0.0|10877|"1998-02-09 00:00:00"|"1998-03-09 00:00:00"|"1998-02-19 00:00:00"|Speedy Express|16|Pavlova|17.4500|30|0.0|523.0|38.0600
Ricardo Adocicados|Av. Copacabana, 267|Rio de Janeiro|RJ|"02389-890"|Brazil|RICAR|Ricardo Adocicados|Av. Copacabana, 267|Rio de Janeiro|RJ|"02389-890"|Brazil|0.0|10877|"1998-02-09 00:00:00"|"1998-03-09 00:00:00"|"1998-02-19 00:00:00"|Speedy Express|18|Carnarvon Tigers|62.5000|25|0.0|1562.0|38.0600
Hanari Carnes|Rua do Pao, 67|Rio de Janeiro|RJ|"05454-876"|Brazil|HANAR|Hanari Carnes|Rua do Pao, 67|Rio de Janeiro|RJ|"05454-876"|Brazil|0.0|10886|"1998-02-13 00:00:00"|"1998-03-13 00:00:00"|"1998-03-02 00:00:00"|Speedy Express|10|Ikura|31.0000|70|0.0|2170.0|4.9900
Hanari Carnes|Rua do Pao, 67|Rio de Janeiro|RJ|"05454-876"|Brazil|HANAR|Hanari Carnes|Rua do Pao, 67|Rio de Janeiro|RJ|"05454-876"|Brazil|0.0|10886|"1998-02-13 00:00:00"|"1998-03-13 00:00:00"|"1998-03-02 00:00:00"|Speedy Express|31|Gorgonzola Telino|12.5000|35|0.0|437.0|4.9900
Hanari Carnes|Rua do Pao, 67|Rio de Janeiro|RJ|"05454-876"|Brazil|HANAR|Hanari Carnes|Rua do Pao, 67|Rio de Janeiro|RJ|"05454-876"|Brazil|0.0|10886|"1998-02-13 00:00:00"|"1998-03-13 00:00:00"|"1998-03-02 00:00:00"|Speedy Express|77|Original Frankfurter grne Soe|13.0000|40|0.0|520.0|4.9900
Save-a-lot Markets|"187 Suffolk Ln."|Boise|ID|"83720"|USA|SAVEA|Save-a-lot Markets|"187 Suffolk Ln."|Boise|ID|"83720"|USA|0.0|10894|"1998-02-18 00:00:00"|"1998-03-18 00:00:00"|"1998-02-20 00:00:00"|Speedy Express|13|Konbu|6.0000|28|0.0|168.0|116.1300
Save-a-lot Markets|"187 Suffolk Ln."|Boise|ID|"83720"|USA|SAVEA|Save-a-lot Markets|"187 Suffolk Ln."|Boise|ID|"83720"|USA|0.0|10894|"1998-02-18 00:00:00"|"1998-03-18 00:00:00"|"1998-02-20 00:00:00"|Speedy Express|69|Gudbrandsdalsost|36.0000|50|0.0|1800.0|116.1300
Save-a-lot Markets|"187 Suffolk Ln."|Boise|ID|"83720"|USA|SAVEA|Save-a-lot Markets|"187 Suffolk Ln."|Boise|ID|"83720"|USA|0.0|10894|"1998-02-18 00:00:00"|"1998-03-18 00:00:00"|"1998-02-20 00:00:00"|Speedy Express|75|Rhnbru Klosterbier|7.7500|120|0.0|930.0|116.1300
Folk och f HB|kergatan 24|Brcke||S-844 67|Sweden|FOLKO|Folk och f HB|kergatan 24|Brcke||S-844 67|Sweden|0.0|10902|"1998-02-23 00:00:00"|"1998-03-23 00:00:00"|"1998-03-03 00:00:00"|Speedy Express|55|Pt chinois|24.0000|30|0.0|720.0|44.1500
Folk och f HB|kergatan 24|Brcke||S-844 67|Sweden|FOLKO|Folk och f HB|kergatan 24|Brcke||S-844 67|Sweden|0.0|10902|"1998-02-23 00:00:00"|"1998-03-23 00:00:00"|"1998-03-03 00:00:00"|Speedy Express|62|Tarte au sucre|49.3000|6|0.0|295.0|44.1500
Vaffeljernet|Smagsloget 45|rhus||"8200"|Denmark|VAFFE|Vaffeljernet|Smagsloget 45|rhus||"8200"|Denmark|0.0|10921|"1998-03-03 00:00:00"|"1998-04-14 00:00:00"|"1998-03-09 00:00:00"|Speedy Express|35|Steeleye Stout|18.0000|10|0.0|180.0|176.4800
Vaffeljernet|Smagsloget 45|rhus||"8200"|Denmark|VAFFE|Vaffeljernet|Smagsloget 45|rhus||"8200"|Denmark|0.0|10921|"1998-03-03 00:00:00"|"1998-04-14 00:00:00"|"1998-03-09 00:00:00"|Speedy Express|63|Vegie-spread|43.9000|40|0.0|1756.0|176.4800
Galera del gastronmo|Rambla de Catalua, 23|Barcelona||"8022"|Spain|GALED|Galera del gastrnomo|Rambla de Catalua, 23|Barcelona||"08022"|Spain|0.0|10928|"1998-03-05 00:00:00"|"1998-04-02 00:00:00"|"1998-03-18 00:00:00"|Speedy Express|47|Zaanse koeken|9.5000|5|0.0|47.0|1.3600
Galera del gastronmo|Rambla de Catalua, 23|Barcelona||"8022"|Spain|GALED|Galera del gastrnomo|Rambla de Catalua, 23|Barcelona||"08022"|Spain|0.0|10928|"1998-03-05 00:00:00"|"1998-04-02 00:00:00"|"1998-03-18 00:00:00"|Speedy Express|76|Lakkalikri|18.0000|5|0.0|90.0|1.3600
Alfred-s Futterkiste|Obere Str. 57|Berlin||"12209"|Germany|ALFKI|Alfreds Futterkiste|Obere Str. 57|Berlin||"12209"|Germany|0.0|10952|"1998-03-16 00:00:00"|"1998-04-27 00:00:00"|"1998-03-24 00:00:00"|Speedy Express|6|Grandma's Boysenberry Spread|25.0000|16|0.0|400.0|40.4200
Alfred-s Futterkiste|Obere Str. 57|Berlin||"12209"|Germany|ALFKI|Alfreds Futterkiste|Obere Str. 57|Berlin||"12209"|Germany|0.0|10952|"1998-03-16 00:00:00"|"1998-04-27 00:00:00"|"1998-03-24 00:00:00"|Speedy Express|28|Rssle Sauerkraut|45.6000|2|0.0|91.0|40.4200
HILARION-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristbal|Tchira|"5022"|Venezuela|HILAA|HILARION-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristbal|Tchira|"5022"|Venezuela|0.0|10976|"1998-03-25 00:00:00"|"1998-05-06 00:00:00"|"1998-04-03 00:00:00"|Speedy Express|28|Rssle Sauerkraut|45.6000|20|0.0|912.0|37.9700
QUICK-Stop|Taucherstrae 10|Cunewalde||"1307"|Germany|QUICK|QUICK-Stop|Taucherstrae 10|Cunewalde||"01307"|Germany|0.0|10991|"1998-04-01 00:00:00"|"1998-04-29 00:00:00"|"1998-04-07 00:00:00"|Speedy Express|2|Chang|19.0000|50|0.0|950.0|38.5100
QUICK-Stop|Taucherstrae 10|Cunewalde||"1307"|Germany|QUICK|QUICK-Stop|Taucherstrae 10|Cunewalde||"01307"|Germany|0.0|10991|"1998-04-01 00:00:00"|"1998-04-29 00:00:00"|"1998-04-07 00:00:00"|Speedy Express|70|Outback Lager|15.0000|20|0.0|300.0|38.5100
QUICK-Stop|Taucherstrae 10|Cunewalde||"1307"|Germany|QUICK|QUICK-Stop|Taucherstrae 10|Cunewalde||"01307"|Germany|0.0|10991|"1998-04-01 00:00:00"|"1998-04-29 00:00:00"|"1998-04-07 00:00:00"|Speedy Express|76|Lakkalikri|18.0000|90|0.0|1620.0|38.5100
Bottom-Dollar Markets|"23 Tsawassen Blvd."|Tsawassen|BC|T2F 8M4|Canada|BOTTM|Bottom-Dollar Markets|"23 Tsawassen Blvd."|Tsawassen|BC|T2F 8M4|Canada|0.0|11027|"1998-04-16 00:00:00"|"1998-05-14 00:00:00"|"1998-04-20 00:00:00"|Speedy Express|24|Guaran Fantstica|4.5000|30|0.0|135.0|52.5200
Bottom-Dollar Markets|"23 Tsawassen Blvd."|Tsawassen|BC|T2F 8M4|Canada|BOTTM|Bottom-Dollar Markets|"23 Tsawassen Blvd."|Tsawassen|BC|T2F 8M4|Canada|0.0|11027|"1998-04-16 00:00:00"|"1998-05-14 00:00:00"|"1998-04-20 00:00:00"|Speedy Express|62|Tarte au sucre|49.3000|21|0.0|1035.0|52.5200
Save-a-lot Markets|"187 Suffolk Ln."|Boise|ID|"83720"|USA|SAVEA|Save-a-lot Markets|"187 Suffolk Ln."|Boise|ID|"83720"|USA|0.0|11064|"1998-05-01 00:00:00"|"1998-05-29 00:00:00"|"1998-05-04 00:00:00"|Speedy Express|17|Alice Mutton|39.0000|77|0.0|3003.0|30.0900
Save-a-lot Markets|"187 Suffolk Ln."|Boise|ID|"83720"|USA|SAVEA|Save-a-lot Markets|"187 Suffolk Ln."|Boise|ID|"83720"|USA|0.0|11064|"1998-05-01 00:00:00"|"1998-05-29 00:00:00"|"1998-05-04 00:00:00"|Speedy Express|41|Jack's New England Clam Chowder|9.6500|12|0.0|115.0|30.0900
Save-a-lot Markets|"187 Suffolk Ln."|Boise|ID|"83720"|USA|SAVEA|Save-a-lot Markets|"187 Suffolk Ln."|Boise|ID|"83720"|USA|0.0|11064|"1998-05-01 00:00:00"|"1998-05-29 00:00:00"|"1998-05-04 00:00:00"|Speedy Express|53|Perth Pasties|32.8000|25|0.0|820.0|30.0900
Save-a-lot Markets|"187 Suffolk Ln."|Boise|ID|"83720"|USA|SAVEA|Save-a-lot Markets|"187 Suffolk Ln."|Boise|ID|"83720"|USA|0.0|11064|"1998-05-01 00:00:00"|"1998-05-29 00:00:00"|"1998-05-04 00:00:00"|Speedy Express|55|Pt chinois|24.0000|4|0.0|96.0|30.0900
Save-a-lot Markets|"187 Suffolk Ln."|Boise|ID|"83720"|USA|SAVEA|Save-a-lot Markets|"187 Suffolk Ln."|Boise|ID|"83720"|USA|0.0|11064|"1998-05-01 00:00:00"|"1998-05-29 00:00:00"|"1998-05-04 00:00:00"|Speedy Express|68|Scottish Longbreads|12.5000|55|0.0|687.0|30.0900
LILA-Supermercado|Carrera 52 con Ave. Bolvar #65-98 Llano Largo|Barquisimeto|Lara|"3508"|Venezuela|LILAS|LILA-Supermercado|Carrera 52 con Ave. Bolvar #65-98 Llano Largo|Barquisimeto|Lara|"3508"|Venezuela|0.0|11071|"1998-05-05 00:00:00"|"1998-06-02 00:00:00"||Speedy Express|7|Uncle Bob's Organic Dried Pears|30.0000|15|0.0|450.0|0.9300
LILA-Supermercado|Carrera 52 con Ave. Bolvar #65-98 Llano Largo|Barquisimeto|Lara|"3508"|Venezuela|LILAS|LILA-Supermercado|Carrera 52 con Ave. Bolvar #65-98 Llano Largo|Barquisimeto|Lara|"3508"|Venezuela|0.0|11071|"1998-05-05 00:00:00"|"1998-06-02 00:00:00"||Speedy Express|13|Konbu|6.0000|10|0.0|60.0|0.9300
Morgenstern Gesundkost|Heerstr. 22|Leipzig||"4179"|Germany|MORGK|Morgenstern Gesundkost|Heerstr. 22|Leipzig||"04179"|Germany|0.0|10277|"1996-08-09 00:00:00"|"1996-09-06 00:00:00"|"1996-08-13 00:00:00"|Federal Shipping|28|Rssle Sauerkraut|36.4000|20|0.0|728.0|125.7700
Morgenstern Gesundkost|Heerstr. 22|Leipzig||"4179"|Germany|MORGK|Morgenstern Gesundkost|Heerstr. 22|Leipzig||"04179"|Germany|0.0|10277|"1996-08-09 00:00:00"|"1996-09-06 00:00:00"|"1996-08-13 00:00:00"|Federal Shipping|62|Tarte au sucre|39.4000|12|0.0|472.0|125.7700
Piccolo und mehr|Geislweg 14|Salzburg||"5020"|Austria|PICCO|Piccolo und mehr|Geislweg 14|Salzburg||"5020"|Austria|0.0|10392|"1996-12-24 00:00:00"|"1997-01-21 00:00:00"|"1997-01-01 00:00:00"|Federal Shipping|69|Gudbrandsdalsost|28.8000|50|0.0|1440.0|122.4600
Save-a-lot Markets|"187 Suffolk Ln."|Boise|ID|"83720"|USA|SAVEA|Save-a-lot Markets|"187 Suffolk Ln."|Boise|ID|"83720"|USA|0.0|10398|"1996-12-30 00:00:00"|"1997-01-27 00:00:00"|"1997-01-09 00:00:00"|Federal Shipping|35|Steeleye Stout|14.4000|30|0.0|432.0|89.1600
Save-a-lot Markets|"187 Suffolk Ln."|Boise|ID|"83720"|USA|SAVEA|Save-a-lot Markets|"187 Suffolk Ln."|Boise|ID|"83720"|USA|0.0|10398|"1996-12-30 00:00:00"|"1997-01-27 00:00:00"|"1997-01-09 00:00:00"|Federal Shipping|55|Pt chinois|19.2000|120|0.0|2304.0|89.1600
Familia Arquibaldo|Rua Ors, 92|Sao Paulo|SP|"05442-030"|Brazil|FAMIA|Familia Arquibaldo|Rua Ors, 92|Sao Paulo|SP|"05442-030"|Brazil|0.0|10414|"1997-01-14 00:00:00"|"1997-02-11 00:00:00"|"1997-01-17 00:00:00"|Federal Shipping|19|Teatime Chocolate Biscuits|7.3000|18|0.0|131.0|21.4800
Familia Arquibaldo|Rua Ors, 92|Sao Paulo|SP|"05442-030"|Brazil|FAMIA|Familia Arquibaldo|Rua Ors, 92|Sao Paulo|SP|"05442-030"|Brazil|0.0|10414|"1997-01-14 00:00:00"|"1997-02-11 00:00:00"|"1997-01-17 00:00:00"|Federal Shipping|33|Geitost|2.0000|50|0.0|100.0|21.4800
B-s Beverages|Fauntleroy Circus|London||EC2 5NT|UK|BSBEV|B's Beverages|Fauntleroy Circus|London||EC2 5NT|UK|0.0|10471|"1997-03-11 00:00:00"|"1997-04-08 00:00:00"|"1997-03-18 00:00:00"|Federal Shipping|7|Uncle Bob's Organic Dried Pears|24.0000|30|0.0|720.0|45.5900
B-s Beverages|Fauntleroy Circus|London||EC2 5NT|UK|BSBEV|B's Beverages|Fauntleroy Circus|London||EC2 5NT|UK|0.0|10471|"1997-03-11 00:00:00"|"1997-04-08 00:00:00"|"1997-03-18 00:00:00"|Federal Shipping|56|Gnocchi di nonna Alice|30.4000|20|0.0|608.0|45.5900
Victuailles en stock|"2, rue du Commerce"|Lyon||"69004"|France|VICTE|Victuailles en stock|"2, rue du Commerce"|Lyon||"69004"|France|0.0|10478|"1997-03-18 00:00:00"|"1997-04-01 00:00:00"|"1997-03-26 00:00:00"|Federal Shipping|10|Ikura|24.8000|20|0.0|496.0|4.8100
Hungry Owl All-Night Grocers|"8 Johnstown Road"|Cork|Co. Cork||Ireland|HUNGO|Hungry Owl All-Night Grocers|"8 Johnstown Road"|Cork|Co. Cork||Ireland|0.0|10516|"1997-04-24 00:00:00"|"1997-05-22 00:00:00"|"1997-05-01 00:00:00"|Federal Shipping|18|Carnarvon Tigers|62.5000|25|0.0|1562.0|62.7800
Hungry Owl All-Night Grocers|"8 Johnstown Road"|Cork|Co. Cork||Ireland|HUNGO|Hungry Owl All-Night Grocers|"8 Johnstown Road"|Cork|Co. Cork||Ireland|0.0|10516|"1997-04-24 00:00:00"|"1997-05-22 00:00:00"|"1997-05-01 00:00:00"|Federal Shipping|41|Jack's New England Clam Chowder|9.6500|80|0.0|772.0|62.7800
Hungry Owl All-Night Grocers|"8 Johnstown Road"|Cork|Co. Cork||Ireland|HUNGO|Hungry Owl All-Night Grocers|"8 Johnstown Road"|Cork|Co. Cork||Ireland|0.0|10516|"1997-04-24 00:00:00"|"1997-05-22 00:00:00"|"1997-05-01 00:00:00"|Federal Shipping|42|Singaporean Hokkien Fried Mee|14.0000|20|0.0|280.0|62.7800
QUICK-Stop|Taucherstrae 10|Cunewalde||"1307"|Germany|QUICK|QUICK-Stop|Taucherstrae 10|Cunewalde||"01307"|Germany|0.0|10588|"1997-07-03 00:00:00"|"1997-07-31 00:00:00"|"1997-07-10 00:00:00"|Federal Shipping|18|Carnarvon Tigers|62.5000|40|0.0|2500.0|194.6700
QUICK-Stop|Taucherstrae 10|Cunewalde||"1307"|Germany|QUICK|QUICK-Stop|Taucherstrae 10|Cunewalde||"01307"|Germany|0.0|10588|"1997-07-03 00:00:00"|"1997-07-31 00:00:00"|"1997-07-10 00:00:00"|Federal Shipping|42|Singaporean Hokkien Fried Mee|14.0000|100|0.0|1400.0|194.6700
Wilman Kala|Keskuskatu 45|Helsinki||"21240"|Finland|WILMK|Wilman Kala|Keskuskatu 45|Helsinki||"21240"|Finland|0.0|10615|"1997-07-30 00:00:00"|"1997-08-27 00:00:00"|"1997-08-06 00:00:00"|Federal Shipping|55|Pt chinois|24.0000|5|0.0|120.0|0.7500
Laughing Bacchus Wine Cellars|"2319 Elm St."|Vancouver|BC|V3F 2K1|Canada|LAUGB|Laughing Bacchus Wine Cellars|"1900 Oak St."|Vancouver|BC|V3F 2K1|Canada|0.0|10620|"1997-08-05 00:00:00"|"1997-09-02 00:00:00"|"1997-08-14 00:00:00"|Federal Shipping|24|Guaran Fantstica|4.5000|5|0.0|22.0|0.9400
Laughing Bacchus Wine Cellars|"2319 Elm St."|Vancouver|BC|V3F 2K1|Canada|LAUGB|Laughing Bacchus Wine Cellars|"1900 Oak St."|Vancouver|BC|V3F 2K1|Canada|0.0|10620|"1997-08-05 00:00:00"|"1997-09-02 00:00:00"|"1997-08-14 00:00:00"|Federal Shipping|52|Filo Mix|7.0000|5|0.0|35.0|0.9400
Gourmet Lanchonetes|Av. Brasil, 442|Campinas|SP|"04876-786"|Brazil|GOURL|Gourmet Lanchonetes|Av. Brasil, 442|Campinas|SP|"04876-786"|Brazil|0.0|10734|"1997-11-07 00:00:00"|"1997-12-05 00:00:00"|"1997-11-12 00:00:00"|Federal Shipping|6|Grandma's Boysenberry Spread|25.0000|30|0.0|750.0|1.6300
Gourmet Lanchonetes|Av. Brasil, 442|Campinas|SP|"04876-786"|Brazil|GOURL|Gourmet Lanchonetes|Av. Brasil, 442|Campinas|SP|"04876-786"|Brazil|0.0|10734|"1997-11-07 00:00:00"|"1997-12-05 00:00:00"|"1997-11-12 00:00:00"|Federal Shipping|30|Nord-Ost Matjeshering|25.8900|15|0.0|388.0|1.6300
Gourmet Lanchonetes|Av. Brasil, 442|Campinas|SP|"04876-786"|Brazil|GOURL|Gourmet Lanchonetes|Av. Brasil, 442|Campinas|SP|"04876-786"|Brazil|0.0|10734|"1997-11-07 00:00:00"|"1997-12-05 00:00:00"|"1997-11-12 00:00:00"|Federal Shipping|76|Lakkalikri|18.0000|20|0.0|360.0|1.6300
North/South|South House 300 Queensbridge|London||SW7 1RZ|UK|NORTS|North/South|South House 300 Queensbridge|London||SW7 1RZ|UK|0.0|10752|"1997-11-24 00:00:00"|"1997-12-22 00:00:00"|"1997-11-28 00:00:00"|Federal Shipping|1|Chai|18.0000|8|0.0|144.0|1.3900
North/South|South House 300 Queensbridge|London||SW7 1RZ|UK|NORTS|North/South|South House 300 Queensbridge|London||SW7 1RZ|UK|0.0|10752|"1997-11-24 00:00:00"|"1997-12-22 00:00:00"|"1997-11-28 00:00:00"|Federal Shipping|69|Gudbrandsdalsost|36.0000|3|0.0|108.0|1.3900
Wartian Herkku|Torikatu 38|Oulu||"90110"|Finland|WARTH|Wartian Herkku|Torikatu 38|Oulu||"90110"|Finland|0.0|10781|"1997-12-17 00:00:00"|"1998-01-14 00:00:00"|"1997-12-19 00:00:00"|Federal Shipping|54|Tourtire|7.4500|3|0.0|22.0|73.1600
Wartian Herkku|Torikatu 38|Oulu||"90110"|Finland|WARTH|Wartian Herkku|Torikatu 38|Oulu||"90110"|Finland|0.0|10781|"1997-12-17 00:00:00"|"1998-01-14 00:00:00"|"1997-12-19 00:00:00"|Federal Shipping|56|Gnocchi di nonna Alice|38.0000|20|0.0|760.0|73.1600
Wartian Herkku|Torikatu 38|Oulu||"90110"|Finland|WARTH|Wartian Herkku|Torikatu 38|Oulu||"90110"|Finland|0.0|10781|"1997-12-17 00:00:00"|"1998-01-14 00:00:00"|"1997-12-19 00:00:00"|Federal Shipping|74|Longlife Tofu|10.0000|35|0.0|350.0|73.1600
The Big Cheese|"89 Jefferson Way Suite 2"|Portland|OR|"97201"|USA|THEBI|The Big Cheese|"89 Jefferson Way Suite 2"|Portland|OR|"97201"|USA|0.0|10805|"1997-12-30 00:00:00"|"1998-01-27 00:00:00"|"1998-01-09 00:00:00"|Federal Shipping|34|Sasquatch Ale|14.0000|10|0.0|140.0|237.3400
The Big Cheese|"89 Jefferson Way Suite 2"|Portland|OR|"97201"|USA|THEBI|The Big Cheese|"89 Jefferson Way Suite 2"|Portland|OR|"97201"|USA|0.0|10805|"1997-12-30 00:00:00"|"1998-01-27 00:00:00"|"1998-01-09 00:00:00"|Federal Shipping|38|Cte de Blaye|263.5000|10|0.0|2635.0|237.3400
Old World Delicatessen|"2743 Bering St."|Anchorage|AK|"99508"|USA|OLDWO|Old World Delicatessen|"2743 Bering St."|Anchorage|AK|"99508"|USA|0.0|10808|"1998-01-01 00:00:00"|"1998-01-29 00:00:00"|"1998-01-09 00:00:00"|Federal Shipping|56|Gnocchi di nonna Alice|38.0000|20|0.0|760.0|45.5300
Old World Delicatessen|"2743 Bering St."|Anchorage|AK|"99508"|USA|OLDWO|Old World Delicatessen|"2743 Bering St."|Anchorage|AK|"99508"|USA|0.0|10808|"1998-01-01 00:00:00"|"1998-01-29 00:00:00"|"1998-01-09 00:00:00"|Federal Shipping|76|Lakkalikri|18.0000|50|0.0|900.0|45.5300
Laughing Bacchus Wine Cellars|"2319 Elm St."|Vancouver|BC|V3F 2K1|Canada|LAUGB|Laughing Bacchus Wine Cellars|"1900 Oak St."|Vancouver|BC|V3F 2K1|Canada|0.0|10810|"1998-01-01 00:00:00"|"1998-01-29 00:00:00"|"1998-01-07 00:00:00"|Federal Shipping|13|Konbu|6.0000|7|0.0|42.0|4.3300
Laughing Bacchus Wine Cellars|"2319 Elm St."|Vancouver|BC|V3F 2K1|Canada|LAUGB|Laughing Bacchus Wine Cellars|"1900 Oak St."|Vancouver|BC|V3F 2K1|Canada|0.0|10810|"1998-01-01 00:00:00"|"1998-01-29 00:00:00"|"1998-01-07 00:00:00"|Federal Shipping|25|NuNuCa Nu-Nougat-Creme|14.0000|5|0.0|70.0|4.3300
Laughing Bacchus Wine Cellars|"2319 Elm St."|Vancouver|BC|V3F 2K1|Canada|LAUGB|Laughing Bacchus Wine Cellars|"1900 Oak St."|Vancouver|BC|V3F 2K1|Canada|0.0|10810|"1998-01-01 00:00:00"|"1998-01-29 00:00:00"|"1998-01-07 00:00:00"|Federal Shipping|70|Outback Lager|15.0000|5|0.0|75.0|4.3300
Save-a-lot Markets|"187 Suffolk Ln."|Boise|ID|"83720"|USA|SAVEA|Save-a-lot Markets|"187 Suffolk Ln."|Boise|ID|"83720"|USA|0.0|10815|"1998-01-05 00:00:00"|"1998-02-02 00:00:00"|"1998-01-14 00:00:00"|Federal Shipping|33|Geitost|2.5000|16|0.0|40.0|14.6200
Cactus Comidas para llevar|Cerrito 333|Buenos Aires||"1010"|Argentina|CACTU|Cactus Comidas para llevar|Cerrito 333|Buenos Aires||"1010"|Argentina|0.0|10819|"1998-01-07 00:00:00"|"1998-02-04 00:00:00"|"1998-01-16 00:00:00"|Federal Shipping|43|Ipoh Coffee|46.0000|7|0.0|322.0|19.7600
Cactus Comidas para llevar|Cerrito 333|Buenos Aires||"1010"|Argentina|CACTU|Cactus Comidas para llevar|Cerrito 333|Buenos Aires||"1010"|Argentina|0.0|10819|"1998-01-07 00:00:00"|"1998-02-04 00:00:00"|"1998-01-16 00:00:00"|Federal Shipping|75|Rhnbru Klosterbier|7.7500|20|0.0|155.0|19.7600
Suprmes dlices|Boulevard Tirou, 255|Charleroi||B-6000|Belgium|SUPRD|Suprmes dlices|Boulevard Tirou, 255|Charleroi||B-6000|Belgium|0.0|10846|"1998-01-22 00:00:00"|"1998-03-05 00:00:00"|"1998-01-23 00:00:00"|Federal Shipping|4|Chef Anton's Cajun Seasoning|22.0000|21|0.0|462.0|56.4600
Suprmes dlices|Boulevard Tirou, 255|Charleroi||B-6000|Belgium|SUPRD|Suprmes dlices|Boulevard Tirou, 255|Charleroi||B-6000|Belgium|0.0|10846|"1998-01-22 00:00:00"|"1998-03-05 00:00:00"|"1998-01-23 00:00:00"|Federal Shipping|70|Outback Lager|15.0000|30|0.0|450.0|56.4600
Suprmes dlices|Boulevard Tirou, 255|Charleroi||B-6000|Belgium|SUPRD|Suprmes dlices|Boulevard Tirou, 255|Charleroi||B-6000|Belgium|0.0|10846|"1998-01-22 00:00:00"|"1998-03-05 00:00:00"|"1998-01-23 00:00:00"|Federal Shipping|74|Longlife Tofu|10.0000|20|0.0|200.0|56.4600
Bottom-Dollar Markets|"23 Tsawassen Blvd."|Tsawassen|BC|T2F 8M4|Canada|BOTTM|Bottom-Dollar Markets|"23 Tsawassen Blvd."|Tsawassen|BC|T2F 8M4|Canada|0.0|10949|"1998-03-13 00:00:00"|"1998-04-10 00:00:00"|"1998-03-17 00:00:00"|Federal Shipping|6|Grandma's Boysenberry Spread|25.0000|12|0.0|300.0|74.4400
Bottom-Dollar Markets|"23 Tsawassen Blvd."|Tsawassen|BC|T2F 8M4|Canada|BOTTM|Bottom-Dollar Markets|"23 Tsawassen Blvd."|Tsawassen|BC|T2F 8M4|Canada|0.0|10949|"1998-03-13 00:00:00"|"1998-04-10 00:00:00"|"1998-03-17 00:00:00"|Federal Shipping|10|Ikura|31.0000|30|0.0|930.0|74.4400
Bottom-Dollar Markets|"23 Tsawassen Blvd."|Tsawassen|BC|T2F 8M4|Canada|BOTTM|Bottom-Dollar Markets|"23 Tsawassen Blvd."|Tsawassen|BC|T2F 8M4|Canada|0.0|10949|"1998-03-13 00:00:00"|"1998-04-10 00:00:00"|"1998-03-17 00:00:00"|Federal Shipping|17|Alice Mutton|39.0000|6|0.0|234.0|74.4400
Bottom-Dollar Markets|"23 Tsawassen Blvd."|Tsawassen|BC|T2F 8M4|Canada|BOTTM|Bottom-Dollar Markets|"23 Tsawassen Blvd."|Tsawassen|BC|T2F 8M4|Canada|0.0|10949|"1998-03-13 00:00:00"|"1998-04-10 00:00:00"|"1998-03-17 00:00:00"|Federal Shipping|62|Tarte au sucre|49.3000|60|0.0|2958.0|74.4400
